artifact_id,summary,open_date,status_name,priority,assigned_to_name,submitter_name,last_modified_date,"Server_found_on","Testing_State","Found_in_Version","Assigned_Release","Disposition","Reproduced","Resolution","Hardware","Product","Component","Severity","Application_Part","Detail_Page","Type_of_Error","Other_Hardware_Software","Date","Time","Tag_fixed_on","Tag_found_on","URL","Steps_to_Reproduce"
5123,"DB - Change the relationship between animal_availibility and animal_distributor objects","2005-12-26 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.1","","","Code Change","","caMOD","Database","Workaround","General Issues","Search - Results List","Feature Request","","None","None","None","None","","NA"
5124,"DB - Modify/Clean up the way we handle units","2005-12-26 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","2.1","","","Code Change","","caMOD","Database","Workaround","General Issues","Other","Feature Request","","None","None","None","None","","NA"
5125,"DB - Change Harvest_date (renamed growthPeriod) from a date field to a varchar for xenograft","2005-12-26 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.1","","","Code Change","","caMOD","Database","Workaround","General Issues","Other","Feature Request","","None","None","None","None","","NA"
5126,"Add Organ to Histopathology instead of adding Histopathology to Organ","2005-12-26 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","","Open - Reviewed","","Code Change","","caMOD","Database","Workaround","General Issues","Histopathology","Feature Request","","None","None","None","None","","NA"
5127,"Viewing/submitting images while in https mode has nag message in IE","2005-12-26 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","2.1","","Always","Code Change","","caMOD","Multiple components","Workaround","Search","Images","Cosmetic","","None","None","None","None","","Log in, search for the C3 model and click on the images link"
5128,"DB - Change MGI number to a varchar field","2005-12-26 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.1","","","Code Change","","caMOD","Database","Workaround","General Issues","Other","Feature Request","","None","None","None","None","","NA"
5129,"Move the e-mail code to its own utility - Consolidate","2005-12-26 23:00","Closed",3,"Nobody","Ulli Wagner","2007-12-27 12:13","None","None","None","TBD","None","None","None","None","caMOD","Java API","Workaround","General Issues","Other","Technical requirement","","None","None","None","None","","NA"
5130,"DB - Add an uncontrolledVocab for administative route to Ab Cancer Model for Xenograft.","2005-12-26 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.1","","","Code Change","","caMOD","Database","Workaround","General Issues","Graft","Feature Request","","None","None","None","None","","NA"
5131,"Either cascade deletes to Log and Comment objects or remove the foreign key constraints.","2005-12-26 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","Java API","Workaround","General Issues","Multiple","Feature Request","","None","None","None","None","","NA"
5132,"Modify the disease tree so that it again allows the submission of diagnoses that are not in the vocabulary.","2005-12-26 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","","Open - Reviewed","","Code Change","","caMOD","Java API","Workaround","General Issues","Other","Feature Request","","None","None","None","None","","NA"
5133,"Find a solution for entering the nomenclature and genotype information.","2005-12-26 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.1","","","Code Change","","caMOD","Database","Workaround","General Issues","Multiple","Feature Request","","None","None","None","None","","NA"
5134,"Get source code into the download center","2005-12-27 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Reviewed","Always","Code Change","","caMOD","Data source","Workaround","General Issues","Other","Feature Request","","None","None","None","None","","NA"
5135,"Make caMod available in the grid","2005-12-27 23:00","Closed",3,"Nobody","Ulli Wagner","2007-05-17 10:20","None","None","None","TBD","None","None","None","None","caMOD","Data source","Workaround","General Issues","Other","Feature Request","","None","None","None","None","","Na"
5136,"steps to make caMod OM depreciated in caCore","2005-12-27 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.1","","","Code Change","","caMOD","Data source","Workaround","General Issues","Other","Feature Request","","None","None","None","None","","NA"
5137,"Work with CSM to provide update LDAP API","2005-12-27 23:00","Closed",3,"Nobody","Ulli Wagner","2007-05-17 10:21","None","None","None","TBD","Open - Reviewed","None","None","None","caMOD","Data source","Workaround","General Issues","Other","Feature Request","","None","None","None","None","","NA"
5138,"Open Quick links in new browser window","2005-12-27 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","","","","Code Change","","caMOD","HTTP interface","Workaround","General Issues","Other","Cosmetic","","None","None","None","None","","n/a"
5139,"IDEA - expand caMOD to accomodate other model organisms","2005-12-27 23:00","Closed",3,"Nobody","Ulli Wagner","2007-05-17 10:21","None","None","None","TBD","Need More Input","None","None","None","caMOD","Multiple components","No Workaround","General Issues","Multiple","Feature Request","","None","None","None","None","","n/a"
5140,"Data Issue - complete the record submitted by the intramural community","2005-12-28 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Need More Input","","Not a Bug","","caMOD","Data source","No Workaround","General Issues","Other","Performance","n/a","None","None","None","None","","n/a"
5141,"Data Issue - review and if reasonable delete all records that have been in the incomplete state for more than 2 years","2005-12-28 23:00","Closed",4,"Ulli Wagner","Ulli Wagner","2007-04-25 11:15","None","None","2.0","2.3","Need More Input","None","None","None","caMOD","Data source","No Workaround","General Issues","Other","Performance","n/a","None","None","None","None","","n/a"
5142,"Create remote interface for caMOD object model","2005-12-28 23:00","Closed",4,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","2.1","","Always","Code Change","","caMOD","Java API","No Workaround","General Issues","Other","Technical requirement","","None","None","None","None","","n/a"
5143,"Force/validate lowercase usernames on entry","2006-01-02 23:00","Closed",3,"Nobody","Ulli Wagner","2008-02-21 14:26","None","None","2.0","None","None","Admin","None","None","caMOD","HTTP interface","Workaround","Admin","Other","Incorrect Functionality","","None","None","None","None","","Enter a username w/ mixed case when creating a user."
5144,"EVS Tree - make display of EVS tree generic","2006-01-02 23:00","Closed",4,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.1","","Always","Code Change","","caMOD","Multiple components","No Workaround","General Issues","Multiple","Design requirement","","None","None","None","None","","n/a"
5145,"Transcriptional (Promoter): should be Transcriptional","2006-01-03 23:00","Closed",2,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","2.0","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Submission","Gen Des - Eng Transgene","Feature Request","","None","None","None","None","","1. Submit Model
2. Click Genetic Description on left panel
3. Enter Engineered Transgene"
5146,"Re-arrange of Administrative Route","2006-01-04 23:00","Closed",2,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","2.0","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Submission","Car Inv - Growth Factor","Feature Request","","None","None","None","None","","1. Submit Models
2. Click CARCINOGENIC INTERVENTIONS on left panel
3. Enter Growth Factor"
5147,"Update caMOD for JDK 1.5 collections and change from List to Set","2006-01-09 23:00","Open",2,"Sima Pandya","Ulli Wagner","2008-11-10 10:58","None","None","None","TBD","None","Always","None","None","caMOD","Database","Workaround","General Issues","Multiple","Technical requirement","","None","None","None","None","","n/a"
5148,"Link image annotation provided by Zoomify with EVS concept name","2006-01-12 23:00","Closed",3,"Nobody","Ulli Wagner","2007-05-17 10:22","None","None","None","TBD","Open - Not Reviewed","None","None","None","caMOD","Multiple components","No Workaround","Search","Search - Results List","Feature Request","","None","None","None","None","","see above"
5149,"Link to Organ/Tissue Tool Tip (Xenograft) is incorrect","2006-01-16 23:00","Closed",2,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.1","","","Code Change","","caMOD","Java API","No Workaround","Submission","Graft","Incorrect Functionality","","None","None","None","None","","1.  enter new model or select existing one
2.  go to Enter Transplant/Xenograft
3.  Doubl-click the Tool Tip next to Organ/Tissue on the Xenograft/Transplant submission screen"
5150,"Add search for models with images","2006-02-21 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Multiple components","No Workaround","Search","Search - Advanced","Feature Request","n/a","None","None","None","None","","n/a"
5151,"Add search option for models with additional genetic info from Jax (external) database","2006-02-21 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Multiple components","No Workaround","Search","Search - Advanced","Feature Request","","None","None","None","None","","n/a"
5152,"When manually submitting diagnoses check if an identical entry already exists","2006-02-21 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Not a Bug","","caMOD","Multiple components","Workaround","Submission","Histopathology","Data Corruption","","None","None","None","None","","n/a"
5153,"The entry for organ is lost when page is refreshed to populate strain list","2006-03-01 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Not a Bug","","caMOD","HTTP interface","Workaround","Submission","Graft","Data Corruption","PC","None","None","None","None","","log in
go to submission
go to xenograft page
select an organ
select a species (preferably mouse or one of the rat species) to force refreshing of the page"
5154,"EVS - the search function is not working which also prevents users from accessing the field to manually enter diagnoses","2006-03-01 23:00","Closed",5,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Supporting software","No Workaround","General Issues","Multiple","Incorrect Functionality","PC","None","None","None","None","","log in 
go to submit
go to histopathology, associated expression, xenograft or cell line page
open tree
enter term in search
hit search button
(search results field refreshes but no results are shown)"
5155,"FEATURE REQUEST - when submitting zebrafish model activate only links to pages that can apply to zebrafish","2006-03-16 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Not a Bug","","caMOD","Multiple components","Workaround","Submission","Multiple","Feature Request","n/a","None","None","None","None","","n/a"
5156,"Application should be able to hande knock down experiments (siRNA and morpholino oligonucleotide)","2006-03-16 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","Multiple components","No Workaround","Submission","Multiple","Feature Request","n/a","None","None","None","None","","n/a"
5157,"DOCUMENTATION - add statements to genetic desc and carcing interv parts","2006-03-16 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","","Open - Not Reviewed","","Documentation Change","","caMOD","HTTP interface","Workaround","General Issues","Other","Feature Request","n/a","None","None","None","None","","n/a"
5158,"Username needs to be a required field when creating a user","2006-04-03 23:00","Closed",3,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.1","Open - Not Reviewed","Always","Not a Bug","","caMOD","HTTP interface","Workaround","Admin","Other","Crash","","None","None","None","None","","1) Add a new user; do not add a username
2) Try to create a new model; the model characteristics page will not display."
5159,"Feature request - show if the number of records for saved queries had increased","2006-04-05 23:00","Closed",3,"Nobody","Ulli Wagner","2007-05-17 10:23","None","None","2.0","TBD","Open - Not Reviewed","None","None","None","caMOD","Supporting software","No Workaround","Search","Other","Feature Request","n/a","None","None","None","None","","n/a"
5160,"SuperUser should be allowed to change the state of any applicable model to "Complete-not screened" or "Screened - Approved"","2006-04-13 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Multiple components","No Workaround","Admin","Other","Feature Request","n/a","None","None","None","None","","n/a"
5162,"Add external_source and external_source_identifier to AnimalModel object","2006-04-20 23:00","Closed",5,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","2.1","Open - Not Reviewed","","Code Change","","caMOD","Multiple components","No Workaround","General Issues","Multiple","Technical requirement","n/a","None","None","None","None","","n/a"
5163,"Error occured when screening-rejecting an old model (model_id=261)","2006-04-20 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Can't Reproduce","","caMOD","Multiple components","Causes Crash","Admin","Other","Crash","PC, IE","None","None","None","None","","could not be reproduced with any of the other 50+ models that I rejected"
5164,"No email notifications received when screener was assigned","2006-04-20 23:00","Closed",3,"Nobody","Ulli Wagner","2008-08-25 13:36","None","None","2.0","TBD","Open - Not Reviewed","None","None","None","caMOD","Multiple components","No Workaround","Admin","Other","Incorrect Functionality","PC","None","None","None","None","","n/a"
5165,"Enable caMOD to store zebrafish data","2006-04-20 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Multiple components","No Workaround","General Issues","Other","Feature Request","n/a","None","None","None","None","","n/a"
5166,"Add toolmouse search to advanced search page","2006-04-20 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Multiple components","No Workaround","Search","Search - Advanced","Feature Request","n/a","None","None","None","None","","n/a"
5167,"indicating if a record has associated microarray data and/or images","2006-04-20 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Multiple components","Cosmetic","Search","Search - Results List","Feature Request","n/a","None","None","None","None","","n/a/"
5168,"IDEA - NEEDS TO BE DISCUSSED - using the GO vocabulary / browser to populate the gene function field","2006-04-20 23:00","Closed",3,"Nobody","Ulli Wagner","2007-05-17 10:23","None","None","2.0","TBD","Open - Not Reviewed","None","None","None","caMOD","Multiple components","Workaround","General Issues","Multiple","Feature Request","n/a","None","None","None","None","","n/a"
5169,"making publication search page more space efficient","2006-04-25 23:00","Closed",3,"Nobody","Ulli Wagner","2008-02-08 11:26","None","Verified by QA","2.0","2.4","Open - Not Reviewed","None","None","None","caMOD","HTTP interface","Cosmetic","Search","Publication","Cosmetic","n/a","None","None","None","None","","go to publication search page"
5170,"IDEA - NEEDS TO BE DISCUSSED - caching EVS vocabularies in caMOD","2006-04-25 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Data source","Workaround","General Issues","Multiple","Performance","n/a","None","None","None","None","","n/a"
5171,"Convert GenetivcAlterationCollection to a single GeneticAlteration","2006-04-26 23:00","Closed",2,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","2.1","Open - Not Reviewed","","Code Change","","caMOD","Java API","Workaround","Submission","Multiple","Technical requirement","","None","None","None","None","","NA"
5172,"Do not delete EnvironmentalFactor objects - instead reuse and leave in DB","2006-04-26 23:00","Closed",1,"Nobody","Ulli Wagner","2009-01-30 14:56","None","None","2.0","2.5.1","Hold","None","None","None","caMOD","Database","Workaround","Submission","Multiple","Design requirement","","None","None","None","None","","NA"
5173,"Publication issues - various bugs","2006-05-29 23:00","Closed",5,"Kavitha Thulasiraman","Ulli Wagner","2008-11-24 11:37","development","Assigned_to_QA","2.1","2.5","Open - Not Reviewed","None","Code Change","None","caMOD","Java API","Workaround","Submission","Publication","Incorrect Functionality","","","None","None","None","","add author and PMID (from above).
Select the button to fill in fields
submit form"
5174,"Pre-Clinical trials not returned from Drug Screening Search Page","2006-06-01 23:00","Closed",3,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","2.1","","Open - Not Reviewed","","Code Change","","caMOD","Java API","No Workaround","Search","Search - Drug Screen","Incorrect Functionality","","None","None","None","None","","enter nsc number in drug screening search page"
5175,"Upgrade to a new version of struts","2006-06-06 23:00","Closed",3,"Sima Pandya","Ulli Wagner","2007-05-17 10:56","None","None","2.1","TBD","Open - Not Reviewed","None","None","None","caMOD","Supporting software","Workaround","Admin","Other","Technical requirement","PC","None","None","None","None","","na"
5176,"Clean up email code for assigning a model to a screener and an editor","2006-06-06 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","2.1","","Open - Not Reviewed","","Code Change","","caMOD","Java API","Workaround","General Issues","Other","Incorrect Functionality","","None","None","None","None","","na"
5177,"Configure our app to use a JNDI data source","2006-06-06 23:00","Closed",3,"Nobody","Ulli Wagner","2008-02-19 09:41","None","None","2.1","2.4","Open - Not Reviewed","None","None","None","caMOD","Java API","Workaround","General Issues","Other","Incorrect Functionality","","None","None","None","None","","na"
5178,"Configure the production hibernate.cfg.xml file to not print SQL to the log","2006-06-06 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","2.1","","Open - Not Reviewed","","Code Change","","caMOD","Java API","Workaround","General Issues","Other","Incorrect Functionality","","None","None","None","None","","na"
5179,"Work with the systems group to come up with a scheme for externalizing properties f","2006-06-06 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","Java API","Workaround","General Issues","Other","Incorrect Functionality","","None","None","None","None","","na"
5180,"Modify the properties files to point to the appropriate tiers for all external applications","2006-06-06 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","Java API","Workaround","General Issues","Other","Incorrect Functionality","","None","None","None","None","","na"
5181,"Modify EVSTree so that it points to the appropriate tiers for the caBIO api","2006-06-06 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","Supporting software","Workaround","General Issues","Other","Incorrect Functionality","","None","None","None","None","","na"
5182,"Integration of the new online help (a few typo fixes) and the new user documentation.","2006-06-06 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","Supporting software","Workaround","General Issues","Multiple","Incorrect Functionality","","None","None","None","None","","na"
5183,"correct the entries in mutation identifier table","2006-06-07 23:00","Closed",3,"Nobody","Ulli Wagner","2008-02-25 14:07","None","None","2.0","2.3","Open - Not Reviewed","None","Database reload","None","caMOD","Database","Workaround","Search","Genetic Description","Data Corruption","","None","None","None","None","","n/a"
5184,"Develop process to retrieve and update publication data from Jax","2006-06-07 23:00","Closed",3,"Nobody","Ulli Wagner","2007-05-17 10:24","None","None","2.1","TBD","Open - Not Reviewed","None","None","None","caMOD","Multiple components","Workaround","Search","Publication","Feature Request","","None","None","None","None","","n/a"
5185,"Integration with Jax Mouse Tumor Biology data","2006-06-07 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","2.1","","Open - Not Reviewed","","Code Change","","caMOD","Multiple components","No Workaround","Search","Multiple","Feature Request","","None","None","None","None","","n/a"
5186,"Find MGI numbers for existing allele records","2006-06-07 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","2.1","","Open - Not Reviewed","","Database reload","","caMOD","Data source","No Workaround","General Issues","Genetic Description","Feature Request","","None","None","None","None","","n/a"
5187,"wrong user listed in party table","2006-06-18 23:00","Closed",4,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","2.1","","Open - Not Reviewed","","Database reload","","caMOD","Data source","No Workaround","General Issues","Other","Data Corruption","PC","None","None","None","None","","simple search
query for nkx
check who is listed as submitter"
5188,"EVS tree - Annoyances with EVS organ tree","2006-06-22 23:00","Closed",3,"Nobody","Ulli Wagner","2008-02-25 14:08","None","None","2.1","TBD","Open - Not Reviewed","None","Clarification","None","caMOD","Supporting software","Workaround","General Issues","Multiple","Incorrect Functionality","PC, IE","None","None","None","None","","to 1
search for lung, click on &amp;quot;show in datatree&amp;quot; button

to 2
perform any search and time it

to 3
enter &amp;quot;eyelid&amp;quot;

to 4
enter &amp;quot;lung&amp;quot; - matches found, alternate search terms displayed
enter &amp;quot;eyelid&amp;quot; - no matches found, no alternate search terms displayed

to 5
see defect description

to 6
see defect description"
5189,"Translate html tags for strain name field in model availability","2006-06-27 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","2.1","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Workaround","Search","Model Characteristics","Incorrect Functionality","PC, IE","None","None","None","None","","enter html code in name field on model availibility pages
see if the code translates on the search page"
5191,"Translate html tags for Targeted modification field","2006-07-16 23:00","Closed",3,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Submission","Genetic Description","Performance","","None","None","None","None","","Targeted modification field"
5192,"Translate html tags in gene field in targeted modification detail table on genetic description search page","2006-07-16 23:00","Closed",3,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Submission","Gen Des - Targ Mod","Performance","","None","None","None","None","","Gene field in targeted modification detail table on genetic description search page does not interpret html tags"
5193,"EVS - switch to Jax adult mouse anatomy vocabulary","2006-07-16 23:00","Closed",3,"Nobody","Ulli Wagner","2007-05-17 10:24","None","None","2.0","TBD","Open - Not Reviewed","None","None","None","caMOD","Multiple components","No Workaround","General Issues","Multiple","Feature Request","","None","None","None","None","","n/a"
5194,"EVS - use mouse and rat strains from NCI Thesaurus","2006-07-16 23:00","Closed",3,"Nobody","Ulli Wagner","2007-05-17 10:25","None","None","2.0","TBD","Open - Not Reviewed","None","None","None","caMOD","Multiple components","No Workaround","General Issues","Multiple","Feature Request","","None","None","None","None","","n/a"
5195,"duplicated entries on search pages with highlight tag","2006-07-25 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","2.1","","Open - Not Reviewed","","Code Change","","caMOD","Multiple components","No Workaround","Search","Multiple","Incorrect Functionality","PC, tested on IE and firefox","None","None","None","None","","access model using this link
http://cancermodels.nci.nih.gov/camod/ViewModelAction.do&#063;unprotected_method=populateModelCharacteristics&aModelID=10006470

model id can be substituted by any model id"
5196,"editors do not receive assignment emails","2006-07-25 23:00","Closed",4,"Nobody","Ulli Wagner","2008-08-25 13:35","None","None","2.1","None","Open - Not Reviewed","None","None","None","caMOD","Supporting software","No Workaround","Admin","Other","Incorrect Functionality","PC","None","None","None","None","","n/a"
5197,"improve admin pages by adding names of screeners and editors to assignement pages","2006-07-25 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","2.1","","Open - Not Reviewed","","Not a Bug","","caMOD","HTTP interface","No Workaround","Admin","Multiple","Cosmetic","PC","None","None","None","None","","- login (need to have coordinator privileges)
- click on Admin in top menu bar
- click on View Model Assignement on left menu bar
- select "screener assigned" and/or "editor assigned" from the drop down list
- review results screen"
5198,"Translate html tags in xenografts screen","2006-08-06 23:00","Closed",4,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","","2.1","Open - Not Reviewed","Always","Code Change","","caMOD","HTTP interface","Cosmetic","Submission","Graft","Feature Request","","None","None","None","None","","HTML tags are not translated in xenografts page"
5199,"Translate html tags in cell lines fields","2006-08-06 23:00","Closed",4,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","2.0","2.1","Open - Not Reviewed","Always","Code Change","","caMOD","HTTP interface","Cosmetic","Submission","Cell Lines","Feature Request","","None","None","None","None","","HTML tags are not translated in xenografts/cell lines pages."
5200,"Duplicate Model - status of duplicated model should be default be &quot;complete&quot;","2006-08-07 23:00","Open",3,"Nobody","Ulli Wagner","2010-03-29 10:14","development","Assigned_to_QA","2.1","2.8","Open - Not Reviewed","None","Code Change","None","caMOD","Multiple components","No Workaround","Submission","Multiple","Incorrect Functionality","PC","None","None","None","None","","duplicate any model that is in a state different than incomplete. Check what the model status of the newly created model is"
5201,"Data issue or Admin problem - some models do not show up on the admin to-do list","2006-08-10 23:00","Closed",4,"Nobody","Ulli Wagner","2008-02-21 10:44","None","None","2.1","2.4","Open - Not Reviewed","None","None","None","caMOD","Multiple components","No Workaround","Admin","Multiple","Incorrect Functionality","PC","None","None","None","None","","- log in with a user account that has coordinator rights
- go to admin
- count number of models in the &amp;amp;amp;quot;need editor assignement&amp;amp;amp;quot; category
- go to &amp;amp;amp;quot;View Model Assignement&amp;amp;amp;quot; page
- select &amp;amp;amp;quot;screened - approved&amp;amp;amp;quot;
- count models
- compare counts"
5202,"Translate html tags for comments fields on transgene page","2006-08-10 23:00","Closed",3,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","","2.1","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Submission","Gen Des - Eng Transgene","Performance","","None","None","None","None","","make HTML code activated"
5203,"CDE - consider using the soon to be standardized organism CDE instead of our own species object","2006-08-15 23:00","Open",1,"Nobody","Ulli Wagner","2008-10-27 12:05","None","None","2.1","TBD","Open - Not Reviewed","None","None","None","caMOD","Supporting software","Workaround","General Issues","Multiple","Design requirement","n/a","None","None","None","None","","n/a"
5204,"left side search menu disappears when user customizes search result list, saves queries etc","2006-08-15 23:00","Closed",5,"Kavitha Thulasiraman","Ulli Wagner","2008-11-22 12:23","development","Assigned_to_QA","2.1","2.5","Open - Not Reviewed","None","Code Change","None","caMOD","HTTP interface","Workaround","Search","Other","Cosmetic","","","None","None","None","","log in
go to search
click on saved queries (if you have any, otherwise perform search and save query)
the menu linking to simple, advanced, TOC etc search is not shown on the saved query page"
5205,"cannot delete/enter radiation for old model - page does not retrieve for model Rassf1ABrdc1","2006-08-21 23:00","Closed",3,"Nicholas Schroedl","Ulli Wagner","2008-10-16 01:43","None","None","None","2.5","Open - Not Reviewed","None","Can't Reproduce","None","caMOD","UI","No Workaround","Submission","Car Inv - Radiation","Performance","","None","None","None","None","","1.  Sign in as submitter (Amnon)
2.  Search for models
3.  find this model from list
4.  go to CarcinogenicInterverntion section
5.  Select data under Radiation sub-section
6.  Try to retrieve (populate) screen

cannot enter the submission page of carcinogenic interventions - radiation in the model Rassf1ABrdc1"
5206,"Integrate new EVSTree Cache enhancement into caMOD","2006-09-05 23:00","Closed",4,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","2.1","2.1","Open - Not Reviewed","","Code Change","","caMOD","Multiple components","Workaround","Search","Multiple","Feature Request","","None","None","None","None","","Rebuild application with new file during next bug fix release."
5207,"Translate html tags in gene field in targeted modification detail table on genetic description search page","2006-09-13 23:00","Closed",3,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","2.1","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Submission","Gen Des - Targ Mod","Performance","PC, IE","None","None","None","None","","Strain field on model characteristics search page does not interpret html tags
See example
http://cancermodels.nci.nih.gov/camod/ViewModelAction.do&#063;unprotected_method=populateModelCharacteristics&aModelID=196"
5208,"Link to Jackson lab in availability search page needs to be updated","2006-09-17 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","2.1","2.2","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Search","Mod Avail - Jax","Incorrect Functionality","PC, IE & Mozilla","None","None","None","None","","go to http://cancermodels.nci.nih.gov/camod/ViewModelAction.do&#063;aModelID=252&unprotected_method=populateModelCharacteristics

click on availabe from Jackson lab"
5209,"entry of incidence rate on histopathology page cannot be deleted","2006-09-17 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","2.1","2.2","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Submission","Histopathology","Incorrect Functionality","PC","None","None","None","None","","enter test model with histopathology data
try to delete the incidence rate number"
5210,"Translate html tags for experiment field on the experimental therapeutics page","2006-09-27 23:00","Closed",3,"Nobody","Ulli Wagner","2007-03-27 16:50","None","None","","2.1","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Cosmetic","Submission","Therapy","Cosmetic","","None","None","None","None","","experiment field on the experimental therapeutics page not interpreting html code correctly"
